Date,t1,t2,t3,Close
6/2/2010,12.27377415,12.1529026,12.07132053,12.34659672
6/3/2010,12.1529026,12.07132053,12.34659672,12.65265274
6/4/2010,12.07132053,12.34659672,12.65265274,12.48048019
6/7/2010,12.34659672,12.65265274,12.48048019,12.1501503
6/8/2010,12.65265274,12.48048019,12.1501503,12.13163185
6/9/2010,12.48048019,12.1501503,12.13163185,11.86236191
6/10/2010,12.1501503,12.13163185,11.86236191,12.18743706
6/11/2010,12.13163185,11.86236191,12.18743706,12.22472477
6/14/2010,11.86236191,12.18743706,12.22472477,12.0918417
6/15/2010,12.18743706,12.22472477,12.0918417,12.46221161
6/16/2010,12.22472477,12.0918417,12.46221161,12.54429436
6/17/2010,12.0918417,12.46221161,12.54429436,12.51451492
6/18/2010,12.46221161,12.54429436,12.51451492,12.51326275
6/21/2010,12.54429436,12.51451492,12.51326275,12.22622585
6/22/2010,12.51451492,12.51326275,12.22622585,12.16841793
6/23/2010,12.51326275,12.22622585,12.16841793,12.06331253
6/24/2010,12.22622585,12.16841793,12.06331253,11.88938904
6/25/2010,12.16841793,12.06331253,11.88938904,11.82882881
6/28/2010,12.06331253,11.88938904,11.82882881,11.81381416
6/29/2010,11.88938904,11.82882881,11.81381416,11.36786842
6/30/2010,11.82882881,11.81381416,11.36786842,11.13488483
7/1/2010,11.81381416,11.36786842,11.13488483,10.9982481
7/2/2010,11.36786842,11.13488483,10.9982481,10.92467499
7/6/2010,11.13488483,10.9982481,10.92467499,10.91266346
7/7/2010,10.9982481,10.92467499,10.91266346,11.26626587
7/8/2010,10.92467499,10.91266346,11.26626587,11.42542458
7/9/2010,10.91266346,11.26626587,11.42542458,11.69894886
7/12/2010,11.26626587,11.42542458,11.69894886,11.90765762
7/13/2010,11.42542458,11.69894886,11.90765762,12.24224186
7/14/2010,11.69894886,11.90765762,12.24224186,12.29579639
7/15/2010,11.90765762,12.24224186,12.29579639,12.36286259
7/16/2010,12.24224186,12.29579639,12.36286259,11.5017519
7/19/2010,12.29579639,12.36286259,11.5017519,11.66616631
7/20/2010,12.36286259,11.5017519,11.66616631,12.05180168
7/21/2010,11.5017519,11.66616631,12.05180168,11.94944859
7/22/2010,11.66616631,12.05180168,11.94944859,12.13238239
7/23/2010,12.05180168,11.94944859,12.13238239,12.26376438
7/26/2010,11.94944859,12.13238239,12.26376438,12.23648643
7/27/2010,12.13238239,12.26376438,12.23648643,12.32807827
7/28/2010,12.26376438,12.23648643,12.32807827,12.12087059
7/29/2010,12.23648643,12.32807827,12.12087059,12.1368866
7/30/2010,12.32807827,12.12087059,12.1368866,12.1333828
8/2/2010,12.12087059,12.1368866,12.1333828,12.27252293
8/3/2010,12.1368866,12.1333828,12.27252293,12.258008
8/4/2010,12.1333828,12.27252293,12.258008,12.67067146
8/5/2010,12.27252293,12.258008,12.67067146,12.71521473
8/6/2010,12.258008,12.67067146,12.71521473,12.51801777
8/9/2010,12.67067146,12.71521473,12.51801777,12.64639568
8/10/2010,12.71521473,12.51801777,12.64639568,12.60535526
8/11/2010,12.51801777,12.64639568,12.60535526,12.30580616
8/12/2010,12.64639568,12.60535526,12.30580616,12.31256294
8/13/2010,12.60535526,12.30580616,12.31256294,12.17092133
8/16/2010,12.30580616,12.31256294,12.17092133,12.1519022
8/17/2010,12.31256294,12.17092133,12.1519022,12.27527523
8/18/2010,12.17092133,12.1519022,12.27527523,12.06581593
8/19/2010,12.1519022,12.27527523,12.06581593,11.71096134
8/20/2010,12.27527523,12.06581593,11.71096134,11.56206226
8/23/2010,12.06581593,11.71096134,11.56206226,11.61336327
8/24/2010,11.71096134,11.56206226,11.61336327,11.29604626
8/25/2010,11.56206226,11.61336327,11.29604626,11.37687683
8/26/2010,11.61336327,11.29604626,11.37687683,11.28578568
8/27/2010,11.29604626,11.37687683,11.28578568,11.48223209
8/30/2010,11.37687683,11.28578568,11.48223209,11.32857895
8/31/2010,11.28578568,11.48223209,11.32857895,11.26176167
9/1/2010,11.48223209,11.32857895,11.26176167,11.51976967
9/2/2010,11.32857895,11.26176167,11.51976967,11.59109116
9/3/2010,11.26176167,11.51976967,11.59109116,11.76926899
9/7/2010,11.51976967,11.59109116,11.76926899,11.62162209
9/8/2010,11.59109116,11.76926899,11.62162209,11.77627563
9/9/2010,11.76926899,11.62162209,11.77627563,11.91641617
9/10/2010,11.62162209,11.77627563,11.91641617,11.91541481
9/13/2010,11.77627563,11.91641617,11.91541481,12.06881905
9/14/2010,11.91641617,11.91541481,12.06881905,12.02277279
9/15/2010,11.91541481,12.06881905,12.02277279,12.02802753
9/16/2010,12.06881905,12.02277279,12.02802753,12.03853893
9/17/2010,12.02277279,12.02802753,12.03853893,12.26601601
9/20/2010,12.02802753,12.03853893,12.26601601,12.71971989
9/21/2010,12.03853893,12.26601601,12.71971989,12.84934902
9/22/2010,12.26601601,12.71971989,12.84934902,12.91291332
9/23/2010,12.71971989,12.84934902,12.91291332,12.8498497
9/24/2010,12.84934902,12.91291332,12.8498497,13.19544506
9/27/2010,12.91291332,12.8498497,13.19544506,13.27352428
9/28/2010,12.8498497,13.19544506,13.27352428,13.19244194
9/29/2010,13.19544506,13.27352428,13.19244194,13.20545483
9/30/2010,13.27352428,13.19244194,13.20545483,13.15790844
10/1/2010,13.19244194,13.20545483,13.15790844,13.1536541
10/4/2010,13.20545483,13.15790844,13.1536541,13.07182217
10/5/2010,13.15790844,13.1536541,13.07182217,13.46921921
10/6/2010,13.1536541,13.07182217,13.46921921,13.37212181
10/7/2010,13.07182217,13.46921921,13.37212181,13.26351357
10/8/2010,13.46921921,13.37212181,13.26351357,13.42217159
10/11/2010,13.37212181,13.26351357,13.42217159,13.48448372
10/12/2010,13.26351357,13.42217159,13.48448372,13.54829788
10/13/2010,13.42217159,13.48448372,13.54829788,13.59609604
10/14/2010,13.48448372,13.54829788,13.59609604,13.53678703
10/15/2010,13.54829788,13.59609604,13.53678703,15.051301
10/18/2010,13.59609604,13.53678703,15.051301,15.45820808
10/19/2010,13.53678703,15.051301,15.45820808,15.21096134
10/20/2010,15.051301,15.45820808,15.21096134,15.214715
10/21/2010,15.45820808,15.21096134,15.214715,15.31506538
10/22/2010,15.21096134,15.214715,15.31506538,15.32857895
10/25/2010,15.214715,15.31506538,15.32857895,15.42792797
10/26/2010,15.31506538,15.32857895,15.42792797,15.48048019
10/27/2010,15.32857895,15.42792797,15.48048019,15.42717743
10/28/2010,15.42792797,15.48048019,15.42717743,15.47998047
10/29/2010,15.48048019,15.42717743,15.47998047,15.3578577
11/1/2010,15.42717743,15.47998047,15.3578577,15.3903904
11/2/2010,15.47998047,15.3578577,15.3903904,15.40540504
11/3/2010,15.3578577,15.3903904,15.40540504,15.52001953
11/4/2010,15.3903904,15.40540504,15.52001953,15.62237167
11/5/2010,15.40540504,15.52001953,15.62237167,15.64264297
11/8/2010,15.52001953,15.62237167,15.64264297,15.68493462
11/9/2010,15.62237167,15.64264297,15.68493462,15.63613605
11/10/2010,15.64264297,15.68493462,15.63613605,15.58758831
11/11/2010,15.68493462,15.63613605,15.58758831,15.4451952
11/12/2010,15.63613605,15.58758831,15.4451952,15.09734726
11/15/2010,15.58758831,15.4451952,15.09734726,14.90165234
11/16/2010,15.4451952,15.09734726,14.90165234,14.60760784
11/17/2010,15.09734726,14.90165234,14.60760784,14.60335255
11/18/2010,14.90165234,14.60760784,14.60335255,14.92892933
11/19/2010,14.60760784,14.60335255,14.92892933,14.78553581
11/22/2010,14.60335255,14.92892933,14.78553581,14.79529476
11/23/2010,14.92892933,14.78553581,14.79529476,14.58983994
11/24/2010,14.78553581,14.79529476,14.58983994,14.88913918
11/26/2010,14.79529476,14.58983994,14.88913918,14.76476479
11/29/2010,14.58983994,14.88913918,14.76476479,14.56731701
11/30/2010,14.88913918,14.76476479,14.56731701,13.90665722
12/1/2010,14.76476479,14.56731701,13.90665722,14.12287331
12/2/2010,14.56731701,13.90665722,14.12287331,14.30980968
12/3/2010,13.90665722,14.12287331,14.30980968,14.33933926
12/6/2010,14.12287331,14.30980968,14.33933926,14.4734726
12/7/2010,14.30980968,14.33933926,14.4734726,14.69319344
12/8/2010,14.33933926,14.4734726,14.69319344,14.77827835
12/9/2010,14.4734726,14.69319344,14.77827835,14.80230236
12/10/2010,14.69319344,14.77827835,14.80230236,14.82007027
12/13/2010,14.77827835,14.80230236,14.82007027,14.88037968
12/14/2010,14.80230236,14.82007027,14.88037968,14.88763809
12/15/2010,14.82007027,14.88037968,14.88763809,14.77227211
12/16/2010,14.88037968,14.88763809,14.77227211,14.80755806
12/17/2010,14.88763809,14.77227211,14.80755806,14.78478527
12/20/2010,14.77227211,14.80755806,14.78478527,14.8913908
12/21/2010,14.80755806,14.78478527,14.8913908,15.0918417
12/22/2010,14.78478527,14.8913908,15.0918417,15.15240192
12/23/2010,14.8913908,15.0918417,15.15240192,15.12087059
12/27/2010,15.0918417,15.15240192,15.12087059,15.07457542
12/28/2010,15.15240192,15.12087059,15.07457542,14.98798847
12/29/2010,15.12087059,15.07457542,14.98798847,15.04004002
12/30/2010,15.07457542,14.98798847,15.04004002,14.98648643
12/31/2010,14.98798847,15.04004002,14.98648643,14.86411381
1/3/2011,15.04004002,14.98648643,14.86411381,15.12387371
1/4/2011,14.98648643,14.86411381,15.12387371,15.06806755
1/5/2011,14.86411381,15.12387371,15.06806755,15.241992
1/6/2011,15.12387371,15.06806755,15.241992,15.35285282
1/7/2011,15.06806755,15.241992,15.35285282,15.42642593
1/10/2011,15.241992,15.35285282,15.42642593,15.37062073
1/11/2011,15.35285282,15.42642593,15.37062073,15.41566563
1/12/2011,15.42642593,15.37062073,15.41566563,15.43718719
1/13/2011,15.37062073,15.41566563,15.43718719,15.43268299
1/14/2011,15.41566563,15.43718719,15.43268299,15.62012005
1/18/2011,15.43718719,15.43268299,15.62012005,16.00675774
1/19/2011,15.43268299,15.62012005,16.00675774,15.80955982
1/20/2011,15.62012005,16.00675774,15.80955982,15.68493462
1/21/2011,16.00675774,15.80955982,15.68493462,15.31106091
1/24/2011,15.80955982,15.68493462,15.31106091,15.29229164
1/25/2011,15.68493462,15.31106091,15.29229164,15.51326275
1/26/2011,15.31106091,15.29229164,15.51326275,15.42792797
1/27/2011,15.29229164,15.51326275,15.42792797,15.43518543
1/28/2011,15.51326275,15.42792797,15.43518543,15.03979015
1/31/2011,15.42792797,15.43518543,15.03979015,15.02402401
2/1/2011,15.43518543,15.03979015,15.02402401,15.29129124
2/2/2011,15.03979015,15.02402401,15.29129124,15.31531525
2/3/2011,15.02402401,15.29129124,15.31531525,15.26901913
2/4/2011,15.29129124,15.31531525,15.26901913,15.28979015
2/7/2011,15.31531525,15.26901913,15.28979015,15.37262344
2/8/2011,15.26901913,15.28979015,15.37262344,15.47497463
2/9/2011,15.28979015,15.37262344,15.47497463,15.42792797
2/10/2011,15.37262344,15.47497463,15.42792797,15.42642593
2/11/2011,15.47497463,15.42792797,15.42642593,15.62812805
2/14/2011,15.42792797,15.42642593,15.62812805,15.71946907
2/15/2011,15.42642593,15.62812805,15.71946907,15.61936855
2/16/2011,15.62812805,15.71946907,15.61936855,15.62112141
2/17/2011,15.71946907,15.61936855,15.62112141,15.64714718
2/18/2011,15.61936855,15.62112141,15.64714718,15.76776791
2/22/2011,15.62112141,15.64714718,15.76776791,15.27052116
2/23/2011,15.64714718,15.76776791,15.27052116,15.29829788
2/24/2011,15.76776791,15.27052116,15.29829788,15.23573589
2/25/2011,15.27052116,15.29829788,15.23573589,15.26626587
2/28/2011,15.29829788,15.23573589,15.26626587,15.35035038
3/1/2011,15.23573589,15.26626587,15.35035038,15.03403378
3/2/2011,15.26626587,15.35035038,15.03403378,15.03478527
3/3/2011,15.35035038,15.03403378,15.03478527,15.25425434
3/4/2011,15.03403378,15.03478527,15.25425434,15.03053093
3/7/2011,15.03478527,15.25425434,15.03053093,14.80630589
3/8/2011,15.25425434,15.03053093,14.80630589,14.82257271
3/9/2011,15.03053093,14.80630589,14.82257271,14.80905914
3/10/2011,14.80630589,14.82257271,14.80905914,14.52202225
3/11/2011,14.82257271,14.80905914,14.52202225,14.43218231
3/14/2011,14.80905914,14.52202225,14.43218231,14.26401424
3/15/2011,14.52202225,14.43218231,14.26401424,14.25325298
3/16/2011,14.43218231,14.26401424,14.25325298,13.94144058
3/17/2011,14.26401424,14.25325298,13.94144058,14.04804802
3/18/2011,14.25325298,13.94144058,14.04804802,14.0405407
3/21/2011,13.94144058,14.04804802,14.0405407,14.42692661
3/22/2011,14.04804802,14.0405407,14.42692661,14.44744682
3/23/2011,14.0405407,14.42692661,14.44744682,14.56856918
3/24/2011,14.42692661,14.44744682,14.56856918,14.68693733
3/25/2011,14.44744682,14.56856918,14.68693733,14.508008
3/28/2011,14.56856918,14.68693733,14.508008,14.3983984
3/29/2011,14.68693733,14.508008,14.3983984,14.55780792
3/30/2011,14.508008,14.3983984,14.55780792,14.56056118
3/31/2011,14.3983984,14.55780792,14.56056118,14.68368435
4/1/2011,14.55780792,14.56056118,14.68368435,14.80980968
4/4/2011,14.56056118,14.68368435,14.80980968,14.706707
4/5/2011,14.68368435,14.80980968,14.706707,14.24149132
4/6/2011,14.80980968,14.706707,14.24149132,14.36886883
4/7/2011,14.706707,14.24149132,14.36886883,14.51451492
4/8/2011,14.24149132,14.36886883,14.51451492,14.46846771
4/11/2011,14.36886883,14.51451492,14.46846771,14.448699
4/12/2011,14.51451492,14.46846771,14.448699,14.27952957
4/13/2011,14.46846771,14.448699,14.27952957,14.42142105
4/14/2011,14.448699,14.27952957,14.42142105,14.47722721
4/15/2011,14.27952957,14.42142105,14.47722721,13.28078079
4/18/2011,14.42142105,14.47722721,13.28078079,13.18418407
4/19/2011,14.47722721,13.28078079,13.18418407,13.051301
4/20/2011,13.28078079,13.18418407,13.051301,13.1564064
4/21/2011,13.18418407,13.051301,13.1564064,13.14064121
4/25/2011,13.051301,13.1564064,13.14064121,13.13938904
4/26/2011,13.1564064,13.14064121,13.13938904,13.33383369
4/27/2011,13.14064121,13.13938904,13.33383369,13.45745659
4/28/2011,13.13938904,13.33383369,13.45745659,13.46271324
4/29/2011,13.33383369,13.45745659,13.46271324,13.61611557
5/2/2011,13.45745659,13.46271324,13.61611557,13.47747707
5/3/2011,13.46271324,13.61611557,13.47747707,13.36061096
5/4/2011,13.61611557,13.47747707,13.36061096,13.4081583
5/5/2011,13.47747707,13.36061096,13.4081583,13.37012005
5/6/2011,13.36061096,13.4081583,13.37012005,13.39589596
5/9/2011,13.4081583,13.37012005,13.39589596,13.45545483
5/10/2011,13.37012005,13.39589596,13.45545483,13.58008003
5/11/2011,13.39589596,13.45545483,13.58008003,13.39964962
5/12/2011,13.45545483,13.58008003,13.39964962,13.38963985
5/13/2011,13.58008003,13.39964962,13.38963985,13.25200176
5/16/2011,13.39964962,13.38963985,13.25200176,12.9734726
5/17/2011,13.38963985,13.25200176,12.9734726,13.27477455
5/18/2011,13.25200176,12.9734726,13.27477455,13.25850868
5/19/2011,12.9734726,13.27477455,13.25850868,13.29454517
5/20/2011,13.27477455,13.25850868,13.29454517,13.11386395
5/23/2011,13.25850868,13.29454517,13.11386395,12.97272301
5/24/2011,13.29454517,13.11386395,12.97272301,12.96946907
5/25/2011,13.11386395,12.97272301,12.96946907,13.00475502
5/26/2011,12.97272301,12.96946907,13.00475502,12.96621609
5/27/2011,12.96946907,13.00475502,12.96621609,13.03553581
5/31/2011,13.00475502,12.96621609,13.03553581,13.23873901
6/1/2011,12.96621609,13.03553581,13.23873901,13.15315342
6/2/2011,13.03553581,13.23873901,13.15315342,13.214715
6/3/2011,13.23873901,13.15315342,13.214715,13.0900898
6/6/2011,13.15315342,13.214715,13.0900898,13.03954029
6/7/2011,13.214715,13.0900898,13.03954029,12.98873901
6/8/2011,13.0900898,13.03954029,12.98873901,12.99224186
6/9/2011,13.03954029,12.98873901,12.99224186,12.93118095
6/10/2011,12.98873901,12.99224186,12.93118095,12.75050068
6/13/2011,12.99224186,12.93118095,12.75050068,12.63088131
6/14/2011,12.93118095,12.75050068,12.63088131,12.72197247
6/15/2011,12.75050068,12.63088131,12.72197247,12.58633614
6/16/2011,12.63088131,12.72197247,12.58633614,12.52177238
6/17/2011,12.72197247,12.58633614,12.52177238,12.13763809
6/20/2011,12.58633614,12.52177238,12.13763809,12.12662697
6/21/2011,12.52177238,12.13763809,12.12662697,12.33733654
6/22/2011,12.13763809,12.12662697,12.33733654,12.18743706
6/23/2011,12.12662697,12.33733654,12.18743706,12.01751804
6/24/2011,12.33733654,12.18743706,12.01751804,11.88388443
6/27/2011,12.18743706,12.01751804,11.88388443,12.08208179
6/28/2011,12.01751804,11.88388443,12.08208179,12.35360432
6/29/2011,11.88388443,12.08208179,12.35360432,12.45170212
6/30/2011,12.08208179,12.35360432,12.45170212,12.67217159
7/1/2011,12.35360432,12.45170212,12.67217159,13.0387888
7/5/2011,12.45170212,12.67217159,13.0387888,13.32432365
7/6/2011,12.67217159,13.0387888,13.32432365,13.39739704
7/7/2011,13.0387888,13.32432365,13.39739704,13.67867947
7/8/2011,13.32432365,13.39739704,13.67867947,13.31306267
7/11/2011,13.39739704,13.67867947,13.31306267,13.1951952
7/12/2011,13.67867947,13.31306267,13.1951952,13.36361408
7/13/2011,13.31306267,13.1951952,13.36361408,13.46996975
7/14/2011,13.1951952,13.36361408,13.46996975,13.23673725
7/15/2011,13.36361408,13.46996975,13.23673725,14.95545483
7/18/2011,13.46996975,13.23673725,14.95545483,14.88838768
7/19/2011,13.23673725,14.95545483,14.88838768,15.07882881
7/20/2011,14.95545483,14.88838768,15.07882881,14.89864922
7/21/2011,14.88838768,15.07882881,14.89864922,15.18994045
7/22/2011,15.07882881,14.89864922,15.18994045,15.47122097
7/25/2011,14.89864922,15.18994045,15.47122097,15.48999023
7/26/2011,15.18994045,15.47122097,15.48999023,15.57857895
7/27/2011,15.47122097,15.48999023,15.57857895,15.19569588
7/28/2011,15.48999023,15.57857895,15.19569588,15.2887888
7/29/2011,15.57857895,15.19569588,15.2887888,15.10735703
8/1/2011,15.19569588,15.2887888,15.10735703,15.18443394
8/2/2011,15.2887888,15.10735703,15.18443394,14.82482529
8/3/2011,15.10735703,15.18443394,14.82482529,15.04429436
8/4/2011,15.18443394,14.82482529,15.04429436,14.45245171
8/5/2011,14.82482529,15.04429436,14.45245171,14.49048996
8/8/2011,15.04429436,14.45245171,14.49048996,13.66416359
8/9/2011,14.45245171,14.49048996,13.66416359,14.34959984
8/10/2011,14.49048996,13.66416359,14.34959984,13.73898888
8/11/2011,13.66416359,14.34959984,13.73898888,14.06731701
8/12/2011,14.34959984,13.73898888,14.06731701,14.10835838
8/15/2011,13.73898888,14.06731701,14.10835838,13.94469547
8/16/2011,14.06731701,14.10835838,13.94469547,13.4884882
8/17/2011,14.10835838,13.94469547,13.4884882,13.34209156
8/18/2011,13.94469547,13.4884882,13.34209156,12.63463497
8/19/2011,13.4884882,13.34209156,12.63463497,12.285285
8/22/2011,13.34209156,12.63463497,12.285285,12.46671677
8/23/2011,12.63463497,12.285285,12.46671677,12.98348331
8/24/2011,12.285285,12.46671677,12.98348331,13.09534454
8/25/2011,12.46671677,12.98348331,13.09534454,13.01401424
8/26/2011,12.98348331,13.09534454,13.01401424,13.18468475
8/29/2011,13.09534454,13.01401424,13.18468475,13.49048996
8/30/2011,13.01401424,13.18468475,13.49048996,13.53103065
8/31/2011,13.18468475,13.49048996,13.53103065,13.53753757
9/1/2011,13.49048996,13.53103065,13.53753757,13.32582569
9/2/2011,13.53103065,13.53753757,13.32582569,13.13413429
9/6/2011,13.53753757,13.32582569,13.13413429,13.06756783
9/7/2011,13.32582569,13.13413429,13.06756783,13.36411381
9/8/2011,13.13413429,13.06756783,13.36411381,13.38738728
9/9/2011,13.06756783,13.36411381,13.38738728,13.13438416
9/12/2011,13.36411381,13.38738728,13.13438416,13.26626587
9/13/2011,13.38738728,13.13438416,13.26626587,13.25125122
9/14/2011,13.13438416,13.26626587,13.25125122,13.31506538
9/15/2011,13.26626587,13.25125122,13.31506538,13.57757759
9/16/2011,13.25125122,13.31506538,13.57757759,13.68068123
9/19/2011,13.31506538,13.57757759,13.68068123,13.68043041
9/20/2011,13.57757759,13.68068123,13.68043041,13.67942905
9/21/2011,13.68068123,13.68043041,13.67942905,13.49349308
9/22/2011,13.68043041,13.67942905,13.49349308,13.02952957
9/23/2011,13.67942905,13.49349308,13.02952957,13.15090084
9/26/2011,13.49349308,13.02952957,13.15090084,13.31056118
9/27/2011,13.02952957,13.15090084,13.31056118,13.49699688
9/28/2011,13.15090084,13.31056118,13.49699688,13.23423386
9/29/2011,13.31056118,13.49699688,13.23423386,13.20070076
9/30/2011,13.49699688,13.23423386,13.20070076,12.88888931
10/3/2011,13.23423386,13.20070076,12.88888931,12.40040016
10/4/2011,13.20070076,12.88888931,12.40040016,12.56005955
10/5/2011,12.88888931,12.40040016,12.56005955,12.63012981
10/6/2011,12.40040016,12.56005955,12.63012981,12.88063145
10/7/2011,12.56005955,12.63012981,12.88063145,12.89089108
10/10/2011,12.63012981,12.88063145,12.89089108,13.44269276
10/11/2011,12.88063145,12.89089108,13.44269276,13.59309292
10/12/2011,12.89089108,13.44269276,13.59309292,13.72622585
10/13/2011,13.44269276,13.59309292,13.72622585,13.98873901
10/14/2011,13.59309292,13.72622585,13.98873901,14.80680656
10/17/2011,13.72622585,13.98873901,14.80680656,14.57482529
10/18/2011,13.98873901,14.80680656,14.57482529,14.77752781
10/19/2011,14.80680656,14.57482529,14.77752781,14.53203201
